"IntID","LegID","LegType","LegRtType","LegSpeed","LegWidth","NumLanes","MergeLanes","PaveType","MedType","MedWidth","LegTCType","LTLanes","LTWidth","LTLnLength","LTOffset","RTLanes","RTWidth","RTLnLength","RTChannel","RTMoveCtrl","PedCross","Rumble","OneWay","TurnProhib","SightLt","SightRt","IntCat","AreaType","NumberLegs","IntTCType","Lighting","Terrain","Offset","OffsetDist","SkewAngle","NextPIDist","AADT","IntAADT","X5YrCrashCount","X1YrCrashCount","TotalAADT","TotalT5YearInM","Traffic","Lat","Long","County","City"
"140617","140617_1","1","1",50,35,2,"0","1","3",9,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","3","2","5","2",3,"1","1","2","2",0,4,246,66,14830,2,0.4,14962,0.12045,27.06475,33.1983,-87.47591,"Tuscaloosa","Tuscaloosa"
"140904","140904_3","2","5",25,62,2,"0","1","5",10,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","6","2",4,"2","1","2","1",12,18,399,9250,9250,0,0,19090,16.88125,16.88125,33.20077,-87.4696,"Tuscaloosa","Tuscaloosa"
"140904","140904_1","1","1",50,37,2,"0","1","1",1,"1",1,14,191,0,0,0,0,"1","1","1","2","2","1","2","2","6","2",4,"2","1","2","1",12,18,399,295,9250,0,0,19090,0.538375,16.88125,33.20077,-87.4696,"Tuscaloosa","Tuscaloosa"
"140904","140904_2","1","1",50,37,2,"0","1","4",15,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","6","2",4,"2","1","2","1",12,18,399,295,9250,0,0,19090,0.538375,16.88125,33.20077,-87.4696,"Tuscaloosa","Tuscaloosa"
"140904","140904_4","2","5",25,28,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","6","2",4,"2","1","2","1",12,18,399,9250,9250,0,0,19090,16.88125,16.88125,33.20077,-87.4696,"Tuscaloosa","Tuscaloosa"
"141058","141058_4","2","5",25,18,2,"0","1","1",0,"4",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","1","6","2",4,"1","1","2","1",80,40,524,6430,6430,0,0,13350,11.73475,11.73475,33.20156,-87.46677,"Tuscaloosa","Tuscaloosa"
"141058","141058_3","2","5",25,52,2,"0","1","5",8,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","6","2",4,"1","1","2","1",80,40,524,6430,6430,0,0,13350,11.73475,11.73475,33.20156,-87.46677,"Tuscaloosa","Tuscaloosa"
"141058","141058_2","1","1",50,25,2,"0","1","1",0,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","1","2","6","2",4,"1","1","2","1",80,40,524,245,6430,0,0,13350,0.447125,11.73475,33.20156,-87.46677,"Tuscaloosa","Tuscaloosa"
"141058","141058_1","1","1",45,28,2,"0","1","1",0,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","6","2",4,"1","1","2","1",80,40,524,245,6430,1,0.2,13350,0.447125,11.73475,33.20156,-87.46677,"Tuscaloosa","Tuscaloosa"
"142353","142353_2","1","1",45,27,2,"0","1","1",0,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","3","2","5","2",3,"1","2","2","2",0,4,336,294,9230,0,0,9818,0.53655,16.84475,33.18649,-87.46233,"Tuscaloosa","Tuscaloosa"
"142353","142353_1","1","1",45,30,2,"0","1","1",0,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","3","5","2",3,"1","2","2","2",0,4,336,294,9230,1,0.2,9818,0.53655,16.84475,33.18649,-87.46233,"Tuscaloosa","Tuscaloosa"
"142353","142353_3","2","5",25,22,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","5","2",3,"1","2","2","2",0,4,336,9230,9230,3,0.6,9818,16.84475,16.84475,33.18649,-87.46233,"Tuscaloosa","Tuscaloosa"
"143050","143050_3","2","5",25,27,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","6","2",4,"2","2","2","1",15,36,28,9440,9440,2,0.4,19474,17.228,17.228,33.18997,-87.44709,"Tuscaloosa","Tuscaloosa"
"143050","143050_1","1","1",55,50,2,"0","1","4",14,"1",0,0,0,0,1,14,60,"1","1","1","2","2","1","2","2","6","2",4,"2","2","2","1",15,36,28,297,9440,2,0.4,19474,0.542025,17.228,33.18997,-87.44709,"Tuscaloosa","Tuscaloosa"
"143050","143050_2","1","1",55,35,2,"0","1","4",14,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","6","2",4,"2","2","2","1",15,36,28,297,9440,9,1.8,19474,0.542025,17.228,33.18997,-87.44709,"Tuscaloosa","Tuscaloosa"
"143050","143050_4","2","5",25,35,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","6","2",4,"2","2","2","1",15,36,28,9440,9440,1,0.2,19474,17.228,17.228,33.18997,-87.44709,"Tuscaloosa","Tuscaloosa"
"143134","143134_2","1","1",55,25,2,"0","1","1",0,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","1","6","2",4,"2","2","2","2",0,3,410,297,9440,1,0.2,19474,0.542025,17.228,33.19007,-87.44536,"Tuscaloosa","Tuscaloosa"
"143134","143134_1","1","1",55,26,2,"0","1","1",0,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","6","2",4,"2","2","2","2",0,3,410,297,9440,4,0.8,19474,0.542025,17.228,33.19007,-87.44536,"Tuscaloosa","Tuscaloosa"
"143134","143134_4","2","5",25,20,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","6","2",4,"2","2","2","2",0,3,410,9440,9440,4,0.8,19474,17.228,17.228,33.19007,-87.44536,"Tuscaloosa","Tuscaloosa"
"143134","143134_3","2","5",25,20,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","6","2",4,"2","2","2","2",0,3,410,9440,9440,3,0.6,19474,17.228,17.228,33.19007,-87.44536,"Tuscaloosa","Tuscaloosa"
"145182","145182_3","2","3",25,21,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","2","1",4,"2","2","1","1",25,33,228,2140,2140,2,0.4,4532,3.9055,3.9055,34.59335,-87.42449,"Lawrence","Rural Lawrence"
"145182","145182_4","2","3",25,23,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","1","2","1",4,"2","2","1","1",25,33,228,2140,2140,0,0,4532,3.9055,3.9055,34.59335,-87.42449,"Lawrence","Rural Lawrence"
"145182","145182_1","1","1",55,25,2,"0","1","1",0,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","1","2","2","1",4,"2","2","1","1",25,33,228,126,2140,1,0.2,4532,0.22995,3.9055,34.59335,-87.42449,"Lawrence","Rural Lawrence"
"145182","145182_2","1","1",55,25,2,"0","1","1",0,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","2","1",4,"2","2","1","1",25,33,228,126,2140,0,0,4532,0.22995,3.9055,34.59335,-87.42449,"Lawrence","Rural Lawrence"
"146630","146630_2","1","1",45,50,4,"0","1","1",0,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","3","2","3","1",3,"1","1","1","2",0,5,269,281,8510,1,0.2,9072,0.512825,15.53075,34.68139,-87.41557,"Lawrence","Town Creek"
"146630","146630_3","2","4",25,25,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","3","1",3,"1","1","1","2",0,5,269,8510,8510,0,0,9072,15.53075,15.53075,34.68139,-87.41557,"Lawrence","Town Creek"
"146630","146630_1","1","1",45,50,4,"0","1","1",0,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","3","3","1",3,"1","1","1","2",0,5,269,281,8510,0,0,9072,0.512825,15.53075,34.68139,-87.41557,"Lawrence","Town Creek"
"147429","147429_1","1","1",45,28,2,"0","1","1",0,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","3","1","1",3,"1","1","1","2",0,0,755,132,2250,0,0,2514,0.2409,4.10625,34.67709,-87.40595,"Lawrence","Town Creek"
"147429","147429_2","1","1",45,28,2,"0","1","1",0,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","3","2","1","1",3,"1","1","1","2",0,0,755,132,2250,1,0.2,2514,0.2409,4.10625,34.67709,-87.40595,"Lawrence","Town Creek"
"147429","147429_3","2","4",25,22,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","1","1",3,"1","1","1","2",0,0,755,2250,2250,0,0,2514,4.10625,4.10625,34.67709,-87.40595,"Lawrence","Town Creek"
"149655","149655_4","2","4",25,25,2,"0","3","1",0,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","2","1",4,"2","2","1","2",0,4,3899,1100,1100,0,0,2224,2.0075,2.0075,32.30513,-87.38209,"Dallas","Rural Dallas"
"149655","149655_2","1","1",55,25,2,"0","1","1",0,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","2","1",4,"2","2","1","2",0,4,3899,12,1100,0,0,2224,0.0219,2.0075,32.30513,-87.38209,"Dallas","Rural Dallas"
"149655","149655_3","2","4",25,28,2,"0","3","1",0,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","2","1",4,"2","2","1","2",0,4,3899,1100,1100,0,0,2224,2.0075,2.0075,32.30513,-87.38209,"Dallas","Rural Dallas"
"149655","149655_1","1","1",55,24,2,"0","1","1",0,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","2","1",4,"2","2","1","2",0,4,3899,12,1100,0,0,2224,0.0219,2.0075,32.30513,-87.38209,"Dallas","Rural Dallas"
"151204","151204_3","2","4",25,25,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","1","1",3,"1","2","1","2",0,2,370,1070,1070,0,0,1088,1.95275,1.95275,32.3876,-87.36755,"Dallas","Rural Dallas"
"151204","151204_2","1","1",55,24,2,"0","1","1",0,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","3","2","1","1",3,"1","2","1","2",0,2,370,9,1070,0,0,1088,0.016425,1.95275,32.3876,-87.36755,"Dallas","Rural Dallas"
"151204","151204_1","1","1",55,25,2,"0","1","1",0,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","3","1","1",3,"1","2","1","2",0,2,370,9,1070,0,0,1088,0.016425,1.95275,32.3876,-87.36755,"Dallas","Rural Dallas"
"157908","157908_4","2","3",45,22,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","4","1",4,"2","2","1","2",0,20,684,274,12320,2,0.4,514,0.50005,22.484,34.67664,-87.29653,"Lawrence","Courtland"
"157908","157908_1","1","1",65,121,4,"0","1","2",38,"1",1,15,192,-43,0,0,0,"1","1","1","2","2","1","2","2","4","1",4,"2","2","1","2",0,20,684,32,12320,2,0.4,514,0.0584,22.484,34.67664,-87.29653,"Lawrence","Courtland"
"157908","157908_2","1","1",65,121,4,"0","1","2",38,"1",1,15,186,-43,0,0,0,"1","1","1","2","2","1","2","2","4","1",4,"2","2","1","2",0,20,684,32,12320,1,0.2,514,0.0584,22.484,34.67664,-87.29653,"Lawrence","Courtland"
"157908","157908_3","2","3",45,22,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","4","1",4,"2","2","1","2",0,20,684,176,12320,0,0,514,0.3212,22.484,34.67664,-87.29653,"Lawrence","Courtland"
"163919","163919_3","2","5",25,22,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","4","1",4,"2","2","1","2",0,46,2900,3980,3980,1,0.2,8338,7.2635,7.2635,32.44033,-87.24522,"Dallas","Rural Dallas"
"163919","163919_1","1","1",55,116,4,"0","1","2",67,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","4","1",4,"2","2","1","2",0,46,2900,189,3980,0,0,8338,0.344925,7.2635,32.44033,-87.24522,"Dallas","Rural Dallas"
"163919","163919_2","1","1",55,112,4,"0","1","2",65,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","4","1",4,"2","2","1","2",0,46,2900,189,3980,0,0,8338,0.344925,7.2635,32.44033,-87.24522,"Dallas","Rural Dallas"
"163919","163919_4","2","5",25,23,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","4","1",4,"2","2","1","2",0,46,2900,3980,3980,1,0.2,8338,7.2635,7.2635,32.44033,-87.24522,"Dallas","Rural Dallas"
"166100","166100_3","2","5",25,20,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","3","1",3,"1","2","1","2",0,1,538,5000,5000,0,0,5430,9.125,9.125,32.43996,-87.23582,"Dallas","Rural Dallas"
"166100","166100_2","1","1",55,113,4,"0","1","2",50,"1",0,0,194,0,0,0,0,"1","1","1","2","2","1","2","3","3","1",3,"1","2","1","2",0,1,538,215,5000,0,0,5430,0.392375,9.125,32.43996,-87.23582,"Dallas","Rural Dallas"
"166100","166100_1","1","1",55,116,4,"0","1","2",66,"1",1,15,0,0,0,0,0,"1","1","1","2","2","1","3","2","3","1",3,"1","2","1","2",0,1,538,215,5000,0,0,5430,0.392375,9.125,32.43996,-87.23582,"Dallas","Rural Dallas"
"232399","232399_2","1","1",40,27,2,"0","1","1",0,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","6","2",4,"2","1","3","2",0,36,574,285,8750,2,0.4,9441,0.520125,15.96875,33.36257,-86.87951,"Jefferson","Bessemer"
"232399","232399_3","2","3",30,22,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","1","6","2",4,"2","1","3","2",0,36,574,121,8750,3,0.6,9441,0.220825,15.96875,33.36257,-86.87951,"Jefferson","Bessemer"
"232399","232399_1","1","1",40,27,2,"0","1","1",0,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","6","2",4,"2","1","3","2",0,36,574,285,8750,0,0,9441,0.520125,15.96875,33.36257,-86.87951,"Jefferson","Bessemer"
"232399","232399_4","2","5",30,19,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","6","2",4,"2","1","3","2",0,36,574,8750,8750,13,2.6,9441,15.96875,15.96875,33.36257,-86.87951,"Jefferson","Bessemer"
"241464","241464_3","2","5",25,46,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","1","7","2",3,"1","1","1","2",0,0,0,15800,15800,5,1,15954,28.835,28.835,34.174,-86.84593,"Cullman","Cullman"
"241464","241464_2","1","1",40,64,4,"0","1","1",0,"1",1,14,109,0,0,0,0,"1","1","1","2","2","1","1","3","7","2",3,"1","1","1","2",0,0,0,77,15800,2,0.4,15954,0.140525,28.835,34.174,-86.84593,"Cullman","Cullman"
"241464","241464_1","1","1",40,64,4,"0","1","1",0,"1",1,14,98,0,0,0,0,"1","1","1","2","2","1","3","2","7","2",3,"1","1","1","2",0,0,0,77,15800,2,0.4,15954,0.140525,28.835,34.174,-86.84593,"Cullman","Cullman"
"241655","241655_3","2","5",25,36,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","3","2","2","1","2","2","8","2",4,"2","1","1","1",12,1,415,19320,19320,1,0.2,38866,35.259,35.259,34.17593,-86.84435,"Cullman","Cullman"
"241655","241655_1","1","1",30,50,4,"0","1","4",12,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","8","2",4,"2","1","1","1",12,1,415,113,19320,2,0.4,38866,0.206225,35.259,34.17593,-86.84435,"Cullman","Cullman"
"241655","241655_2","1","1",30,76,6,"0","1","4",14,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","8","2",4,"2","1","1","1",12,1,415,113,19320,1,0.2,38866,0.206225,35.259,34.17593,-86.84435,"Cullman","Cullman"
"241655","241655_4","2","5",25,42,2,"0","1","1",0,"2",0,0,33,0,1,16,33,"1","2","3","2","2","1","2","2","8","2",4,"2","1","1","1",12,1,415,19320,19320,4,0.8,38866,35.259,35.259,34.17593,-86.84435,"Cullman","Cullman"
"241768","241768_3","2","5",15,28,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","1","2","5","2",3,"1","1","2","2",0,0,80,12170,12170,0,0,12224,22.21025,22.21025,33.29659,-86.84349,"Shelby","Helena"
"241768","241768_2","1","1",35,26,2,"0","1","1",0,"1",0,0,0,0,0,0,0,"1","1","3","2","2","1","3","2","5","2",3,"1","1","2","2",0,0,80,27,12170,1,0.2,12224,0.049275,22.21025,33.29659,-86.84349,"Shelby","Helena"
"241768","241768_1","1","1",35,24,2,"0","1","1",0,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","3","5","2",3,"1","1","2","2",0,0,80,27,12170,2,0.4,12224,0.049275,22.21025,33.29659,-86.84349,"Shelby","Helena"
"243133","243133_2","1","1",40,30,2,"0","1","1",0,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","6","2",4,"2","1","1","1",9,13,346,77,15800,0,0,462,0.140525,28.835,34.17913,-86.83325,"Cullman","Cullman"
"243133","243133_1","1","1",40,30,2,"0","1","1",0,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","6","2",4,"2","1","1","1",9,13,346,77,15800,1,0.2,462,0.140525,28.835,34.17913,-86.83325,"Cullman","Cullman"
"243133","243133_3","2","5",25,18,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","6","2",4,"2","1","1","1",9,13,346,154,15800,0,0,462,0.28105,28.835,34.17913,-86.83325,"Cullman","Cullman"
"243133","243133_4","2","5",25,28,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","6","2",4,"2","1","1","1",9,13,346,154,15800,0,0,462,0.28105,28.835,34.17913,-86.83325,"Cullman","Cullman"
"245800","245800_2","1","1",40,28,2,"0","1","1",0,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","3","5","2",3,"1","1","1","2",0,2,0,77,15800,4,0.8,15954,0.140525,28.835,34.17951,-86.8322,"Cullman","Cullman"
"245800","245800_1","1","1",40,28,2,"0","1","1",0,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","3","2","5","2",3,"1","1","1","2",0,2,0,77,15800,2,0.4,15954,0.140525,28.835,34.17951,-86.8322,"Cullman","Cullman"
"245800","245800_3","2","5",25,28,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","5","2",3,"1","1","1","2",0,2,0,15800,15800,1,0.2,15954,28.835,28.835,34.17951,-86.8322,"Cullman","Cullman"
"251174","251174_1","1","1",45,46,2,"0","1","1",0,"1",0,0,0,0,1,15,115,"1","1","1","2","2","1","2","2","6","2",4,"2","1","2","1",23,1,289,64,14710,0,0,29548,0.1168,26.84575,33.32647,-86.81613,"Shelby","Pelham"
"251174","251174_4","2","5",20,31,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","6","2",4,"2","1","2","1",23,1,289,14710,14710,0,0,29548,26.84575,26.84575,33.32647,-86.81613,"Shelby","Pelham"
"251174","251174_2","1","1",45,45,2,"0","1","1",0,"1",0,0,0,0,1,13,118,"1","1","1","2","2","1","2","2","6","2",4,"2","1","2","1",23,1,289,64,14710,0,0,29548,0.1168,26.84575,33.32647,-86.81613,"Shelby","Pelham"
"251174","251174_3","2","5",20,42,2,"0","1","5",7,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","6","2",4,"2","1","2","1",23,1,289,14710,14710,0,0,29548,26.84575,26.84575,33.32647,-86.81613,"Shelby","Pelham"
"252495","252495_3","2","5",30,42,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","7","2",3,"1","1","2","2",0,1,689,35100,35100,9,1.8,35456,64.0575,64.0575,33.28952,-86.81099,"Shelby","Pelham"
"252495","252495_2","1","1",45,104,4,"0","1","2",37,"1",0,0,162,-21,0,0,255,"1","1","1","2","2","1","3","2","7","2",3,"1","1","2","2",0,1,689,178,35100,3,0.6,35456,0.32485,64.0575,33.28952,-86.81099,"Shelby","Pelham"
"252495","252495_1","1","1",45,90,4,"0","1","2",23,"1",1,11,156,-21,1,13,294,"1","1","1","2","2","1","2","3","7","2",3,"1","1","2","2",0,1,689,178,35100,7,1.4,35456,0.32485,64.0575,33.28952,-86.81099,"Shelby","Pelham"
"261978","261978_1","1","1",40,91,4,"0","1","2",35,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","8","2",4,"2","1","3","1",18,10,533,172,32310,4,0.8,64964,0.3139,58.96575,33.45123,-86.78811,"Jefferson","Vestavia Hills"
"261978","261978_2","1","1",40,116,4,"0","1","2",35,"1",0,0,0,0,2,23,78,"1","1","1","2","2","1","2","2","8","2",4,"2","1","3","1",18,10,533,172,32310,10,2,64964,0.3139,58.96575,33.45123,-86.78811,"Jefferson","Vestavia Hills"
"261978","261978_3","2","5",20,27,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","8","2",4,"2","1","3","1",18,10,533,32310,32310,2,0.4,64964,58.96575,58.96575,33.45123,-86.78811,"Jefferson","Vestavia Hills"
"261978","261978_4","2","5",25,36,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","3","2","2","1","2","2","8","2",4,"2","1","3","1",18,10,533,32310,32310,2,0.4,64964,58.96575,58.96575,33.45123,-86.78811,"Jefferson","Vestavia Hills"
"262104","262104_1","1","1",25,96,6,"0","1","2",22,"1",0,0,0,0,0,0,0,"1","1","1","2","2","4","2","2","8","2",4,"2","1","2","1",28,3,236,187,39110,12,2.4,78594,0.341275,71.37575,33.47569,-86.78742,"Jefferson","Homewood"
"262104","262104_4","2","5",25,22,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","2","2","2","1","2","2","8","2",4,"2","1","2","1",28,3,236,39110,39110,4,0.8,78594,71.37575,71.37575,33.47569,-86.78742,"Jefferson","Homewood"
"262104","262104_2","1","1",25,96,6,"0","1","2",20,"1",0,0,0,0,0,0,0,"1","1","1","2","2","4","2","2","8","2",4,"2","1","2","1",28,3,236,187,39110,10,2,78594,0.341275,71.37575,33.47569,-86.78742,"Jefferson","Homewood"
"262104","262104_3","2","5",25,28,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","3","2","2","1","1","2","8","2",4,"2","1","2","1",28,3,236,39110,39110,4,0.8,78594,71.37575,71.37575,33.47569,-86.78742,"Jefferson","Homewood"
"262117","262117_3","2","5",25,28,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","3","2","2","1","1","2","7","2",3,"1","1","2","2",0,1,171,39110,39110,1,0.2,39484,71.37575,71.37575,33.47623,-86.78741,"Jefferson","Homewood"
"262117","262117_2","1","1",25,96,6,"0","1","2",6,"1",1,13,58,0,0,0,0,"1","1","1","2","2","1","2","3","7","2",3,"1","1","2","2",0,1,171,187,39110,11,2.2,39484,0.341275,71.37575,33.47623,-86.78741,"Jefferson","Homewood"
"262117","262117_1","1","1",25,96,6,"0","1","2",21,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","3","2","7","2",3,"1","1","2","2",0,1,171,187,39110,11,2.2,39484,0.341275,71.37575,33.47623,-86.78741,"Jefferson","Homewood"
"266577","266577_3","2","5",25,26,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","3","2","2","1","2","2","8","2",4,"2","1","2","1",23,2,541,12560,12560,0,0,25190,22.922,22.922,33.52577,-86.76946,"Jefferson","Birmingham"
"266577","266577_4","2","5",25,38,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","3","2","2","1","2","2","8","2",4,"2","1","2","1",23,2,541,12560,12560,0,0,25190,22.922,22.922,33.52577,-86.76946,"Jefferson","Birmingham"
"266577","266577_2","1","1",40,79,4,"0","1","2",7,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","8","2",4,"2","1","2","1",23,2,541,35,12560,1,0.2,25190,0.063875,22.922,33.52577,-86.76946,"Jefferson","Birmingham"
"266577","266577_1","1","1",40,76,4,"0","1","2",7,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","8","2",4,"2","1","2","1",23,2,541,35,12560,1,0.2,25190,0.063875,22.922,33.52577,-86.76946,"Jefferson","Birmingham"
"276701","276701_1","1","1",45,86,4,"0","1","2",16,"1",0,0,0,0,1,13,0,"1","1","1","2","2","1","3","2","7","2",3,"1","1","2","2",0,1,1355,108,18620,1,0.2,18836,0.1971,33.9815,33.53216,-86.73563,"Jefferson","Birmingham"
"276701","276701_3","2","5",25,34,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","7","2",3,"1","1","2","2",0,1,1355,18620,18620,3,0.6,18836,33.9815,33.9815,33.53216,-86.73563,"Jefferson","Birmingham"
"276701","276701_2","1","1",45,86,4,"1","1","2",16,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","3","7","2",3,"1","1","2","2",0,1,1355,108,18620,1,0.2,18836,0.1971,33.9815,33.53216,-86.73563,"Jefferson","Birmingham"
"287432","287432_2","1","1",35,80,4,"0","1","2",33,"1",0,0,0,0,0,0,0,"1","1","1","2","2","1","3","2","7","2",3,"6","2","2","2",0,25,60,125,21060,0,0,432,0.228125,38.4345,33.68021,-86.69232,"Jefferson","Rural Jefferson"
"287432","287432_1","1","1",35,82,4,"0","1","2",21,"1",1,12,176,0,0,0,0,"1","1","1","2","2","1","1","3","7","2",3,"6","2","2","2",0,25,60,125,21060,0,0,432,0.228125,38.4345,33.68021,-86.69232,"Jefferson","Rural Jefferson"
"287432","287432_3","2","5",25,26,2,"0","3","1",0,"4",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","7","2",3,"6","2","2","2",0,25,60,182,21060,0,0,432,0.33215,38.4345,33.68021,-86.69232,"Jefferson","Rural Jefferson"
"290477","290477_2","1","1",35,68,4,"0","1","1",0,"1",1,14,0,0,0,0,0,"1","1","1","2","2","1","2","2","8","2",4,"2","2","2","1",8,10,423,99,17780,0,0,35758,0.180675,32.4485,33.68357,-86.68274,"Jefferson","Rural Jefferson"
"290477","290477_1","1","1",35,68,4,"0","1","1",0,"1",1,14,0,0,0,0,0,"1","1","1","2","2","1","2","2","8","2",4,"2","2","2","1",8,10,423,99,17780,1,0.2,35758,0.180675,32.4485,33.68357,-86.68274,"Jefferson","Rural Jefferson"
"290477","290477_4","2","5",25,25,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","8","2",4,"2","2","2","1",8,10,423,17780,17780,1,0.2,35758,32.4485,32.4485,33.68357,-86.68274,"Jefferson","Rural Jefferson"
"290477","290477_3","2","5",25,25,2,"0","1","1",0,"2",0,0,0,0,0,0,0,"1","1","1","2","2","1","2","2","8","2",4,"2","2","2","1",8,10,423,17780,17780,1,0.2,35758,32.4485,32.4485,33.68357,-86.68274,"Jefferson","Rural Jefferson"
"295416","295416_3","2","5",25,42,2,"0","1","1",0,"2",1,12,290,0,0,0,0,"2","1","1","2","2","1","2","2","8","2",4,"2","1","2","2",0,26,711,4900,4900,0,0,10226,8.9425,8.9425,31.82689,-86.64802,"Butler","Greenville"
"295416","295416_4","2","5",25,36,2,"0","1","1",0,"2",0,0,161,0,1,12,161,"1","2","1","2","2","1","2","2","8","2",4,"2","1","2","2",0,26,711,4900,4900,0,0,10226,8.9425,8.9425,31.82689,-86.64802,"Butler","Greenville"
